"GUID","Index","Name","Description","Category","Productivity","Risk","SoftwareFlags","Reference","PluginName"
"CBS",718,"cbs.com","General browsing, interaction, and streaming media from the American television broadcasting website cbs.com","Web Services",3,1,0,"","sites"
"CBSINTER",719,"cbsinteractive.com","General browsing of the information and entertainment website cbsinteractive.com","Web Services",2,2,0,"","sites"
"CCP",1252,"CCP","Traffic generated when configuring, enabling, and disabling data compression algorithms on both ends of a point-to-point (PPP) link.","Networking",3,1,0,"","pptp"
"CCPGAMES",1408,"CCP Games","Web and game traffic generated from the software and content delivery services of Crowd Control Productions, a video game developer and publisher.","Games",1,1,0,"http://www.ccpgames.com/","games"
"CDC",196,"CDC","Certificate Distribution Center","Networking",3,1,0,"","portmap"
"CEDEXIS",1220,"Cedexis","Traffic generated by browsing websites that use Cedexis to generate ad traffic and gather analytics","Web Services",3,1,0,"","sites"
"CERNER",1348,"Cerner Corporation","Traffic consists of general browsing data generated by Cerner Corporation's website.","Web Services",5,1,0,"","sites"
"CFDPTKT",117,"CFDPTKT","Coherent File Distribution Protocol","File Transfer",2,3,0,"","portmap"
"CHANGO",902,"Chango","General advertisement and web traffic from chango.com","Web Services",3,1,0,"","sites"
"CHANNEL4",1280,"Channel4","Traffic generated by browsing or using the services on channel4.com","Streaming Media",1,2,0,"","sites"
"CHAP",1255,"CHAP","Traffic generated by CHAP, an authentication protocol within PPP which uses an encrypted challenge.","Networking",3,1,0,"","pptp"
"CHARGEN",44,"Chargen","A device or software that produces static or animated text (such as crawls and rolls) for keying into a video stream. Modern character generators are computer-based, and can generate graphics as well as text.","Network Monitoring",2,2,0,"","portmap"
"CHINACOM",749,"china.com","General browsing, loading images and stories on the Chinese social media site china.com","Web Services",1,2,0,"","sites"
"CHINAREN",776,"Chinaren.com","General browsing and interaction on the Chinese alumni social networking site Chinaren.com","Social Networking",1,3,0,"","sites"
"CHINAUMA",873,"chinauma","General chinauma.com advertisement and web traffic.","Web Services",1,1,0,"","sites"
"CHNANEWS",1025,"China News","Traffic generated by browsing China News and streaming videos from the website.","Web Services",2,1,0,"","sites"
"CHRTBEAT",888,"Chart Beat","General chartbeat.com advertisement and web traffic.","Web Services",3,1,0,"","sites"
"CIFS",323,"CIFS","CIFS (Common Internet File System) is used to provide shared access to directories, files, printers, serial ports, and miscellaneous communications between nodes on a network.","File Transfer",5,1,0,"","cifs,portmap"
"CISCOFNA",127,"Cisco FNATIVE","Used for Cisco Proprietary Protocols on Cisco Catalyst Network Analysis Modules.","Networking",4,1,0,"","portmap"
"CISCOSYS",129,"Cisco SYSMAINT","Cisco SYSMAINT","Networking",4,1,0,"","portmap"
"CISCOTNA",128,"Cisco TNATIVE","Cisco TNATIVE","Networking",4,1,0,"","portmap"
"CISCOTP",1420,"Cisco TelePresence","Audio and video conferencing traffic generated by Cisco TelePresence.","Streaming Media",4,2,0,"","ciscouc"
"CISCOUC",1186,"CISCOUC","A software application that allows users to chat, make voice/video calls and share screens over the internet.","Messaging",4,2,0,"","ciscouc"
"CISUCAUD",1187,"CISUCAUD","Cisco Jabber audio conferencing traffic.","Messaging",4,2,0,"","ciscouc"
"CISUCVID",1188,"CISUCVID","Cisco Jabber video conferencing traffic.","Messaging",4,2,0,"","ciscouc"
"CL1",158,"CL1","Network Innovations CL/1","Networking",3,1,0,"","portmap"
"CLARIZEN",999,"Clarizen","General browsing, interaction, and file posting on project management site clarizen.com.","Collaboration",5,1,0,"","sites"
"CLASSMTE",637,"Classmates","Web-based social network based on high school yearbooks","Social Networking",1,3,0,"","sites"
"CLDAP",723,"CLDAP","The Connectionless Lightweight Directory Access Protocol (CLDAP) is an application protocol for accessing and maintaining distributed directory information services over an Internet Protocol (IP) network using UDP.","Database",4,1,0,"","ldap"
"CLIKBOTH",979,"Clickbooth","General clickbooth.com advertisement and web traffic.","Web Services",3,1,0,"","sites"
"CLIKTALE",889,"ClickTale","Traffic generated by browsing clicktale.com and associated domains.","Web Services",3,2,0,"","sites"
"CLOANTO",250,"CLOANTO","The cloanto.net infrastructure provides redundant hosting, email and telecommunications services.","Networking",3,1,0,"","portmap"
"CLOUDAPP",1421,"CloudApp","Data sync traffic via CloudApp's mobile and desktop applications for cloud storage.","File Transfer",3,3,0,"","sites"
"CLOUDFLR",927,"CloudFlare","Traffic generated by browsing websites that use CloudFlare to generate ads","Web Services",3,2,0,"","sites"
"CLOUDNYM",1268,"Cloudnymous","Traffic generated by using Cloudnymous pc application","VPN and Tunneling",4,1,0,"","sites"
"CLOUDSPG",1364,"CloudSponge","Traffic generated by general browsing, login, and logoff on cloudsponge.com website.","Web Services",4,2,0,"","sites"
"CLOUDVPN",1478,"Cloud VPN","VPN traffic generated by using the CloudVPN app on mobile devices.","VPN and Tunneling.",1,3,0,"https://play.google.com/store/apps/details?id=net.bypass.vpn","cloudvpn"
"CLRCASE",265,"Clearcase","A software tool for revision control (e.g. configuration management, SCM) of source code and other software development assets. It is developed by the Rational Software division of IBM. ClearCase forms the base of revision control for many large and medium sized businesses and can handle projects with hundreds or thousands of developers.","Networking",3,1,0,"","portmap"
"CLSHCLNS",1472,"Clash of Clans","Traffic generated by playing Clash of Clans game on mobile devices.","Games",1,1,0,"https://clashofclans.com/","games"
"CLSHRYAL",1476,"Clash Royale","Traffic generated by playing Clash Royale game on mobile devices.","Games",1,1,0,"https://clashroyale.com/","games"
"CLUBBOX",843,"Clubbox","Traffic generated by browsing and streaming media on Korean movie and television site clubbox.co.kr","File Transfer",2,5,0,"","pdbox"
"CMIP",150,"CMIP","Common Management Information Protocol","Network Monitoring",4,1,0,"","portmap"
"CMPRSNET",36,"CompressNET","CompressNET is a commercial WAN compression protocol.","Networking",4,1,0,"","portmap"
"CNET",638,"CNET","Online forum for technology news, reviews, teaching videos, product pricing, free downloads, and newsletters","Web Services",3,2,0,"","sites"
"CNETDWLD",639,"CNET Download","Internet download directory websites launched in 1996 as a part of CNET.","Web Services",3,1,0,"","sites"
"CNN",715,"CNN","General browsing and streaming media from US Cable news channel CNN web and mobile sites","Web Services",3,1,0,"","sites"
"CNZZ",992,"CNZZ","Traffic generated by browsing websites that use CNZZ to generate ads","Web Services",3,1,0,"","sites"
"CODAAUTH",264,"Coda Auth","Protocol for service type codaauth2 registered with IANA on Port 370 tcp/udp","Networking",3,1,0,"","portmap"
"CODE42",1311,"Code42","Traffic generated by browsing the Code42 website and downloading their CrashPlan products.","Web Services",3,1,0,"","crashplan"
"COGNITIV",918,"Cognitive Match","Traffic generated by browsing websites that use Cognitive Match to generate ads","Web Services",2,2,0,"","sites"
"COMM",1174,"DeNA Comm","DeNA Comm voice calls and text chats.","Messaging",1,4,0,"","dena"
"COMMJUNC",825,"Commission Junction","Traffic generated by browsing websites that use Commission Junction to generate ads.","Web Services",1,1,0,"","sites"
"COMPETE",824,"Compete","Traffic generated by browsing websites that use Compete to gather information about users search and site behavior.","Web Services",1,1,0,"","sites"
"COMPUWAR",973,"Compuware","Traffic generated by browsing websites that use Compuware to generate ads","Web Services",3,1,0,"","sites"
"COMSCM",315,"COMSCM","SCM Microsystems is a leading provider of solutions for secure access, secure identity and secure exchange.","Networking",3,1,0,"","portmap"
"COMSCORE",829,"comScore","Traffic generated by browsing a web site which uses comScore to collect data about users browsing the page.","Web Services",2,1,0,"","sites"
"COMVAULT",375,"Commvault","Enterprise data backup and storage management software.","File Transfer",4,1,0,"","portmap"
"CONCUR",1000,"Concur","General browsing and interaction with travel and business management site concur.com","Web Services",4,2,0,"","sites"
"CONDUIT",759,"Conduit","Traffic generated by browsing the Conduit websites (Wibiya, Mobile, Conduit) and using their features.","Web Services",3,3,0,"","sites"
"CONEXTRA",919,"Connextra","Traffic generated by browsing websites that use Connextra to generate ads","Web Services",3,1,0,"","sites"
"CONNXITY",947,"Connexity","Traffic generated by browsing websites that use Connexity to generate ads","Web Services",3,1,0,"","sites"
"CONSTANT",993,"Constant Contact","General browsing and interaction on email marketing site constantcontact.com .","Web Services",3,1,0,"","sites"
"CONTNET",960,"Contnet","Traffic generated by browsing websites that use Contnet to generate ads","Web Services",4,1,0,"","sites"
"CONTXWEB",965,"Contextweb","Traffic generated by browsing websites that use Contextweb to generate ads.","Web Services",4,1,0,"","sites"
"CONVIVA",1355,"Conviva Ads sites","Traffic consists of general browsing data generated by Conviva ads sites.","Web Services",5,1,0,"","sites"
"CORALCDN",1151,"Coral CDN","Peer to peer content distribution traffic from the Coral Content Distribution Network website","Web Services",3,1,0,"","sites"
"CORAUDIN",944,"Core Audience","Traffic generated by browsing websites that use Core Audience to generate ads","Web Services",3,1,0,"","sites"
"CORBA",333,"CORBA","Common Object Request Broker Architecture (CORBA) is a standard defined by the Object Management Group (OMG) that enables software components written in multiple computer languages and running on multiple computers to work together (i.e., it supports multiple platforms). Domino Internet Inter-ORB Protocol (DIIOP) is CORBA over IIOP for Lotus Domino. DIIOP allows external programs to attach to, and manipulate Domino databases. DIIOP is frequently used to allow Java-based and other non CORBA programs to connect to Lotus Domino.","Networking",3,1,0,"","portmap"
"CORERJD",221,"corerjd","Protocol for service type corerjd registered with IANA on Port 284 tcp/udp","Networking",3,1,0,"","portmap"
"COSEM",1294,"COSEM","Companion Specification for Energy Metering (COSEM) being used to exchange energy metering data between systems.","Networking",5,1,0,"","portmap"
"COVIA",72,"Covia CI","Covia Communications Integrator","Networking",5,1,0,"","portmap"
"CPXINTAC",928,"CPX Interactive","Traffic generated by browsing websites that use CPX Interactive to generate ads","Web Services",4,1,0,"","sites"
"CRAIGSLI",433,"Craigslist","Popular online classifieds","Web Services",2,2,0,"","craigslist"
"CRASHPLN",1310,"Code42 CrashPlan","Backup data traffic from CrashPlan to remote servers or other computers","File Transfer",3,3,0,"","crashplan"
"CRITEO",903,"Criteo","Traffic generated by browsing websites that use Criteo to generate ads","Web Services",4,1,0,"","sites"
"CRITTER",1199,"Crittercism","Using Crittercism to monitor mobile applications.","Network Monitoring",4,1,0,"","sites"
"CRMONDEM",1286,"Oracle CRMOD","Oracle CRM On Demand is a customer relationship management solution that is accessible to authorized users over a web browser.","Web Services",5,2,0,"","oracle"
"CRNRSTON",1347,"Cornerstone OnDemand","Traffic consists of general browsing data generated by the Cornerstone OnDemand website.","Web Services",5,1,0,"","sites"
"CROWDSCI",985,"Crowd Science","Traffic generated by browsing websites that use Crowd Science to generate ads","Web Services",4,2,0,"","sites"
"CRS",329,"MS CRS","Port 507/tcp and 507/udp","Networking",3,1,0,"","portmap"
"CRSHLYTC",1381,"Crashlytics","Traffic generated by general browsing on Crashlytics websites","Web Services",5,1,0,"","sites"
"CR_LIST",1093,"CR List","Certificate Revocation List is a list of certificates that have been revoked","Networking",3,1,0,"","sites"
"CSCODRP",414,"Cisco DRP","(DRP) Director Response Protocol enables Cisco's DistributedDirector product to query routers (DRP Server Agents) in the field for Border Gateway Protocol (BGP) and Interior Gateway Protocol (IGP) routing table metrics between distributed servers and clients.","Networking",5,1,0,"","portmap"
"CSCOGDP",415,"Cisco GDP","The Gateway Discovery Protocol (GDP) allows hosts to dynamically detect the arrival of new routers as well as determine when a router goes down.","Networking",5,1,0,"","portmap"
"CSCOSLA",376,"Cisco SLA","Allows for delivery of time based network and services performance data used in monitoring Service Level Agreements (SLAs).","Network Monitoring",4,1,0,"","portmap"
"CSDN",1119,"Csdn.net","Traffic generated by browsing news articles on Chinese technology new site csdn.net","Web Services",1,1,0,"","sites"
"CSISGWP",243,"CSISGWP","Port 348/tcp and 348/udp","Networking",3,1,0,"","portmap"
"CSNETNS",103,"CSNET-NS","CSNET Mailbox Nameserver","Networking",3,1,0,"","portmap"
"CTF",85,"CTF","DECnet-Plus Common Trace Facility is used to collect and display information about specific protocol exchanges between systems.","Network Monitoring",4,1,0,"","portmap"
"CTRXCGP",391,"Citrix CGP","Citrix Common Gateway Protocol.","Remote Access",5,1,0,"","citrix"
